index,PSCT,ticker
2016-03-31 00:00:00+00:00,37.537299909,XPH
2016-04-29 00:00:00+00:00,39.4402842981,XPH
2016-01-29 00:00:00+00:00,20.8931390997,PSCH
2016-02-29 00:00:00+00:00,20.1918382538,PSCH
2016-03-31 00:00:00+00:00,21.6670559846,PSCH
2016-04-29 00:00:00+00:00,22.7006896941,PSCH
2016-01-29 00:00:00+00:00,38.7613133327,XHE
2016-02-29 00:00:00+00:00,39.5420741061,XHE
2016-03-31 00:00:00+00:00,42.0533611325,XHE
2016-04-29 00:00:00+00:00,43.3287029566,XHE
2016-01-29 00:00:00+00:00,50.4976453305,XHS
2016-02-29 00:00:00+00:00,50.2575871458,XHS
2016-03-31 00:00:00+00:00,53.1798739903,XHS
2016-04-29 00:00:00+00:00,55.4941299729,XHS
2016-01-29 00:00:00+00:00,51.6739099279,PPH
2016-02-29 00:00:00+00:00,49.2545105257,PPH
2016-03-31 00:00:00+00:00,49.3315538116,PPH
2016-04-29 00:00:00+00:00,50.5120256155,PPH
2016-01-29 00:00:00+00:00,98.5047492451,BBH
2016-02-29 00:00:00+00:00,97.3612607639,BBH
2016-03-31 00:00:00+00:00,100.4719370559,BBH
2016-04-29 00:00:00+00:00,102.9817973662,BBH
2016-01-29 00:00:00+00:00,15.8680501091,PSCC
2016-02-29 00:00:00+00:00,16.4917241729,PSCC
2016-03-31 00:00:00+00:00,17.7491992313,PSCC
2016-04-29 00:00:00+00:00,18.2819649972,PSCC
2016-01-29 00:00:00+00:00,30.1179173334,QABA
2016-02-29 00:00:00+00:00,29.1714507954,QABA
2016-03-31 00:00:00+00:00,31.1684026651,QABA
2016-04-29 00:00:00+00:00,32.8481369405,QABA
2016-01-29 00:00:00+00:00,8.7945464058,KBWD
2016-02-29 00:00:00+00:00,9.1060988778,KBWD
2016-03-31 00:00:00+00:00,9.8788352595,KBWD
2016-04-29 00:00:00+00:00,10.1699154183,KBWD
2016-01-29 00:00:00+00:00,38.5387524174,KBWP
2016-02-29 00:00:00+00:00,38.681023599,KBWP
2016-03-31 00:00:00+00:00,41.2184503008,KBWP
