TICKER,Sector,Percentage of portfolio,Percentage of sector
AGPPF,Materials,5.345306820611503e-05,0.0006414368184733803
PPOTF,Materials,5.345306820611503e-05,0.0006414368184733803
ECNRF,Materials,5.345306820611503e-05,0.0006414368184733803
MLKKF,Materials,5.345306820611503e-05,0.0006414368184733803
MXTRF,Materials,5.345306820611503e-05,0.0006414368184733803
IEGCF,Materials,5.345306820611503e-05,0.0006414368184733803
AAEEF,Materials,5.345306820611503e-05,0.0006414368184733803
PBMLF,Materials,5.345306820611503e-05,0.0006414368184733803
CPPMF,Materials,5.345306820611503e-05,0.0006414368184733803
PGNRF,Materials,5.345306820611503e-05,0.0006414368184733803
DNCVF,Materials,5.345306820611503e-05,0.0006414368184733803
LPX,Materials,5.345306820611503e-05,0.0006414368184733803
BEKAY,Materials,5.345306820611503e-05,0.0006414368184733803
EKWX,Materials,5.345306820611503e-05,0.0006414368184733803
URPLF,Materials,5.345306820611503e-05,0.0006414368184733803
ZNXT,Materials,5.345306820611503e-05,0.0006414368184733803
AUGG,Materials,5.345306820611503e-05,0.0006414368184733803
CPAC,Materials,5.345306820611503e-05,0.0006414368184733803
NSAUF,Materials,5.345306820611503e-05,0.0006414368184733803
BMOOF,Materials,5.345306820611503e-05,0.0006414368184733803
RIINF,Materials,5.345306820611503e-05,0.0006414368184733803
NSMSF,Materials,5.345306820611503e-05,0.0006414368184733803
ROGFF,Materials,5.345306820611503e-05,0.0006414368184733803
NDGPY,Materials,5.345306820611503e-05,0.0006414368184733803
DOLLF,Materials,5.345306820611503e-05,0.0006414368184733803
LEMIF,Materials,5.345306820611503e-05,0.0006414368184733803
EVRZF,Materials,5.345306820611503e-05,0.0006414368184733803
YWRLF,Materials,5.345306820611503e-05,0.0006414368184733803
SNFRY,Materials,5.345306820611503e-05,0.0006414368184733803
IPNFF,Materials,5.345306820611503e-05,0.0006414368184733803
TBGPF,Materials,5.345306820611503e-05,0.0006414368184733803
MSB,Materials,5.345306820611503e-05,0.0006414368184733803
ZENYF,Materials,5.345306820611503e-05,0.0006414368184733803
COBCF,Materials,5.345306820611503e-05,0.0006414368184733803
GGSM,Materials,5.345306820611503e-05,0.0006414368184733803
ATOXF,Materials,5.345306820611503e-05,0.0006414368184733803
MCEM,Materials,5.345306820611503e-05,0.0006414368184733803
CRTSF,Materials,5.345306820611503e-05,0.0006414368184733803
TMQ,Materials,5.345306820611503e-05,0.0006414368184733803
HUMRF,Materials,5.345306820611503e-05,0.0006414368184733803
ANTMF,Materials,5.345306820611503e-05,0.0006414368184733803
MYE,Materials,5.345306820611503e-05,0.0006414368184733803
ASGOF,Materials,5.345306820611503e-05,0.0006414368184733803
CNRR,Materials,5.345306820611503e-05,0.0006414368184733803
GGISF,Materials,5.345306820611503e-05,0.0006414368184733803
CMMMF,Materials,5.345306820611503e-05,0.0006414368184733803
SANP,Materials,5.345306820611503e-05,0.0006414368184733803
CTDT,Materials,5.345306820611503e-05,0.0006414368184733803
CSNVF,Materials,5.345306820611503e-05,0.0006414368184733803
CDNN,Materials,5.345306820611503e-05,0.0006414368184733803
NEM,Materials,5.345306820611503e-05,0.0006414368184733803
PREIF,Materials,5.345306820611503e-05,0.0006414368184733803
PNLT,Materials,5.345306820611503e-05,0.0006414368184733803
NHYDY,Materials,5.345306820611503e-05,0.0006414368184733803
DNKLY,Materials,5.345306820611503e-05,0.0006414368184733803
RFP,Materials,5.345306820611503e-05,0.0006414368184733803
GRVWF,Materials,5.345306820611503e-05,0.0006414368184733803
LSMG,Materials,5.345306820611503e-05,0.0006414368184733803
ABETF,Materials,5.345306820611503e-05,0.0006414368184733803
NUE,Materials,5.345306820611503e-05,0.0006414368184733803
ETEK,Materials,5.345306820611503e-05,0.0006414368184733803
FEMFF,Materials,5.345306820611503e-05,0.0006414368184733803
NMTLF,Materials,5.345306820611503e-05,0.0006414368184733803
NECA,Materials,5.345306820611503e-05,0.0006414368184733803
LYB,Materials,5.345306820611503e-05,0.0006414368184733803
BKSLF,Materials,5.345306820611503e-05,0.0006414368184733803
CHCC,Materials,5.345306820611503e-05,0.0006414368184733803
NPKYY,Materials,5.345306820611503e-05,0.0006414368184733803
MRTMF,Materials,5.345306820611503e-05,0.0006414368184733803
AGIN,Materials,5.345306820611503e-05,0.0006414368184733803
OLN,Materials,5.345306820611503e-05,0.0006414368184733803
BEKSF,Materials,5.345306820611503e-05,0.0006414368184733803
RBMNF,Materials,5.345306820611503e-05,0.0006414368184733803
AVLNF,Materials,5.345306820611503e-05,0.0006414368184733803
CCHI,Materials,5.345306820611503e-05,0.0006414368184733803
OI,Materials,5.345306820611503e-05,0.0006414368184733803
COIHY,Materials,5.345306820611503e-05,0.0006414368184733803
PPG,Materials,5.345306820611503e-05,0.0006414368184733803
SMXMF,Materials,5.345306820611503e-05,0.0006414368184733803
LUCRF,Materials,5.345306820611503e-05,0.0006414368184733803
CSNVY,Materials,5.345306820611503e-05,0.0006414368184733803
OMHI,Materials,5.345306820611503e-05,0.0006414368184733803
EMSHF,Materials,5.345306820611503e-05,0.0006414368184733803
DWMNF,Materials,5.345306820611503e-05,0.0006414368184733803
HDRSF,Materials,5.345306820611503e-05,0.0006414368184733803
GDLLF,Materials,5.345306820611503e-05,0.0006414368184733803
PLYR,Materials,5.345306820611503e-05,0.0006414368184733803
BIRNF,Materials,5.345306820611503e-05,0.0006414368184733803
PTBTQ,Materials,5.345306820611503e-05,0.0006414368184733803
NTR,Materials,5.345306820611503e-05,0.0006414368184733803
NVZMF,Materials,5.345306820611503e-05,0.0006414368184733803
MFRVF,Materials,5.345306820611503e-05,0.0006414368184733803
TITUF,Materials,5.345306820611503e-05,0.0006414368184733803
VNUE,Materials,5.345306820611503e-05,0.0006414368184733803
ZYQG,Materials,5.345306820611503e-05,0.0006414368184733803
TROX,Materials,5.345306820611503e-05,0.0006414368184733803
KBLB,Materials,5.345306820611503e-05,0.0006414368184733803
FRMA,Materials,5.345306820611503e-05,0.0006414368184733803
LTUM,Materials,5.345306820611503e-05,0.0006414368184733803
PMCCF,Materials,5.345306820611503e-05,0.0006414368184733803
ODZA,Materials,5.345306820611503e-05,0.0006414368184733803
ATMH,Materials,5.345306820611503e-05,0.0006414368184733803
RKCLF,Materials,5.345306820611503e-05,0.0006414368184733803
KWR,Materials,5.345306820611503e-05,0.0006414368184733803
QZMRF,Materials,5.345306820611503e-05,0.0006414368184733803
RPM,Materials,5.345306820611503e-05,0.0006414368184733803
RIO,Materials,5.345306820611503e-05,0.0006414368184733803
RDVA,Materials,5.345306820611503e-05,0.0006414368184733803
USLM,Materials,5.345306820611503e-05,0.0006414368184733803
AMLM,Materials,5.345306820611503e-05,0.0006414368184733803
GLGDF,Materials,5.345306820611503e-05,0.0006414368184733803
RGLD,Materials,5.345306820611503e-05,0.0006414368184733803
CMT,Materials,5.345306820611503e-05,0.0006414368184733803
GLBXF,Materials,5.345306820611503e-05,0.0006414368184733803
TATLY,Materials,5.345306820611503e-05,0.0006414368184733803
TLSMF,Materials,5.345306820611503e-05,0.0006414368184733803
OGNRF,Materials,5.345306820611503e-05,0.0006414368184733803
SSL,Materials,5.345306820611503e-05,0.0006414368184733803
GRNF,Materials,5.345306820611503e-05,0.0006414368184733803
EGDD,Materials,5.345306820611503e-05,0.0006414368184733803
SEE,Materials,5.345306820611503e-05,0.0006414368184733803
OCLDY,Materials,5.345306820611503e-05,0.0006414368184733803
SRKZF,Materials,5.345306820611503e-05,0.0006414368184733803
MAAFF,Materials,5.345306820611503e-05,0.0006414368184733803
SHW,Materials,5.345306820611503e-05,0.0006414368184733803
SBUM,Materials,5.345306820611503e-05,0.0006414368184733803
MUX,Materials,5.345306820611503e-05,0.0006414368184733803
SON,Materials,5.345306820611503e-05,0.0006414368184733803
SCL,Materials,5.345306820611503e-05,0.0006414368184733803
OMMSF,Materials,5.345306820611503e-05,0.0006414368184733803
FF,Materials,5.345306820611503e-05,0.0006414368184733803
MNDJF,Materials,5.345306820611503e-05,0.0006414368184733803
PTAM,Materials,5.345306820611503e-05,0.0006414368184733803
SYNL,Materials,5.345306820611503e-05,0.0006414368184733803
AHKSF,Materials,5.345306820611503e-05,0.0006414368184733803
ILKAY,Materials,5.345306820611503e-05,0.0006414368184733803
MMNGF,Materials,5.345306820611503e-05,0.0006414368184733803
TECK,Materials,5.345306820611503e-05,0.0006414368184733803
TSRMF,Materials,5.345306820611503e-05,0.0006414368184733803
TDYT,Materials,5.345306820611503e-05,0.0006414368184733803
BBBXF,Materials,5.345306820611503e-05,0.0006414368184733803
AXVEF,Materials,5.345306820611503e-05,0.0006414368184733803
USCZF,Materials,5.345306820611503e-05,0.0006414368184733803
ILHMF,Materials,5.345306820611503e-05,0.0006414368184733803
NOURF,Materials,5.345306820611503e-05,0.0006414368184733803
EUUNF,Materials,5.345306820611503e-05,0.0006414368184733803
MAANF,Materials,5.345306820611503e-05,0.0006414368184733803
CHNC,Materials,5.345306820611503e-05,0.0006414368184733803
LADFF,Materials,5.345306820611503e-05,0.0006414368184733803
TG,Materials,5.345306820611503e-05,0.0006414368184733803
SSAAY,Materials,5.345306820611503e-05,0.0006414368184733803
SICNF,Materials,5.345306820611503e-05,0.0006414368184733803
X,Materials,5.345306820611503e-05,0.0006414368184733803
FCREY,Materials,5.345306820611503e-05,0.0006414368184733803
TYOBY,Materials,5.345306820611503e-05,0.0006414368184733803
UAMY,Materials,5.345306820611503e-05,0.0006414368184733803
SXT,Materials,5.345306820611503e-05,0.0006414368184733803
AU,Materials,5.345306820611503e-05,0.0006414368184733803
AAGFF,Materials,5.345306820611503e-05,0.0006414368184733803
ADXDF,Materials,5.345306820611503e-05,0.0006414368184733803
RDEMF,Materials,5.345306820611503e-05,0.0006414368184733803
LNGYF,Materials,5.345306820611503e-05,0.0006414368184733803
URAYY,Materials,5.345306820611503e-05,0.0006414368184733803
VULC,Materials,5.345306820611503e-05,0.0006414368184733803
VMC,Materials,5.345306820611503e-05,0.0006414368184733803
PNXLF,Materials,5.345306820611503e-05,0.0006414368184733803
BSXGF,Materials,5.345306820611503e-05,0.0006414368184733803
NHYKF,Materials,5.345306820611503e-05,0.0006414368184733803
AWCMY,Materials,5.345306820611503e-05,0.0006414368184733803
TPRFF,Materials,5.345306820611503e-05,0.0006414368184733803
ASLRF,Materials,5.345306820611503e-05,0.0006414368184733803
CAHPF,Materials,5.345306820611503e-05,0.0006414368184733803
RLGMF,Materials,5.345306820611503e-05,0.0006414368184733803
KPLUF,Materials,5.345306820611503e-05,0.0006414368184733803
CUGCY,Materials,5.345306820611503e-05,0.0006414368184733803
WOR,Materials,5.345306820611503e-05,0.0006414368184733803
FLNDF,Materials,5.345306820611503e-05,0.0006414368184733803
NSGDF,Materials,5.345306820611503e-05,0.0006414368184733803
KEWL,Materials,5.345306820611503e-05,0.0006414368184733803
LSMLF,Materials,5.345306820611503e-05,0.0006414368184733803
PITPY,Materials,5.345306820611503e-05,0.0006414368184733803
STBMY,Materials,5.345306820611503e-05,0.0006414368184733803
BLGO,Materials,5.345306820611503e-05,0.0006414368184733803
ITPOF,Materials,5.345306820611503e-05,0.0006414368184733803
NFTI,Materials,5.345306820611503e-05,0.0006414368184733803
BRCN,Materials,5.345306820611503e-05,0.0006414368184733803
LIN,Materials,5.345306820611503e-05,0.0006414368184733803
GURE,Materials,5.345306820611503e-05,0.0006414368184733803
SMG,Materials,5.345306820611503e-05,0.0006414368184733803
MTX,Materials,5.345306820611503e-05,0.0006414368184733803
GPK,Materials,5.345306820611503e-05,0.0006414368184733803
NMGX,Materials,5.345306820611503e-05,0.0006414368184733803
ATR,Materials,5.345306820611503e-05,0.0006414368184733803
KGC,Materials,5.345306820611503e-05,0.0006414368184733803
SIM,Materials,5.345306820611503e-05,0.0006414368184733803
SHI,Materials,5.345306820611503e-05,0.0006414368184733803
GSS,Materials,5.345306820611503e-05,0.0006414368184733803
SQM,Materials,5.345306820611503e-05,0.0006414368184733803
SCHN,Materials,5.345306820611503e-05,0.0006414368184733803
KYZN,Materials,5.345306820611503e-05,0.0006414368184733803
EMN,Materials,5.345306820611503e-05,0.0006414368184733803
UFPT,Materials,5.345306820611503e-05,0.0006414368184733803
ALB,Materials,5.345306820611503e-05,0.0006414368184733803
NTIC,Materials,5.345306820611503e-05,0.0006414368184733803
OSTO,Materials,5.345306820611503e-05,0.0006414368184733803
MEOH,Materials,5.345306820611503e-05,0.0006414368184733803
WRK,Materials,5.345306820611503e-05,0.0006414368184733803
PKX,Materials,5.345306820611503e-05,0.0006414368184733803
RS,Materials,5.345306820611503e-05,0.0006414368184733803
SCCO,Materials,5.345306820611503e-05,0.0006414368184733803
PTEEF,Materials,5.345306820611503e-05,0.0006414368184733803
PAAS,Materials,5.345306820611503e-05,0.0006414368184733803
AMNL,Materials,5.345306820611503e-05,0.0006414368184733803
SYQH,Materials,5.345306820611503e-05,0.0006414368184733803
ASLM,Materials,5.345306820611503e-05,0.0006414368184733803
GSPI,Materials,5.345306820611503e-05,0.0006414368184733803
BASFY,Materials,5.345306820611503e-05,0.0006414368184733803
BSND,Materials,5.345306820611503e-05,0.0006414368184733803
GLGI,Materials,5.345306820611503e-05,0.0006414368184733803
CHNR,Materials,5.345306820611503e-05,0.0006414368184733803
IKNX,Materials,5.345306820611503e-05,0.0006414368184733803
CX,Materials,5.345306820611503e-05,0.0006414368184733803
BAK,Materials,5.345306820611503e-05,0.0006414368184733803
ONXC,Materials,5.345306820611503e-05,0.0006414368184733803
EXP,Materials,5.345306820611503e-05,0.0006414368184733803
RDSMY,Materials,5.345306820611503e-05,0.0006414368184733803
DRD,Materials,5.345306820611503e-05,0.0006414368184733803
FOYJ,Materials,5.345306820611503e-05,0.0006414368184733803
FMXVF,Materials,5.345306820611503e-05,0.0006414368184733803
AGLT,Materials,5.345306820611503e-05,0.0006414368184733803
BORK,Materials,5.345306820611503e-05,0.0006414368184733803
NMCX,Materials,5.345306820611503e-05,0.0006414368184733803
IMPUY,Materials,5.345306820611503e-05,0.0006414368184733803
TNRI,Materials,5.345306820611503e-05,0.0006414368184733803
ITRO,Materials,5.345306820611503e-05,0.0006414368184733803
IDAM,Materials,5.345306820611503e-05,0.0006414368184733803
KWGBF,Materials,5.345306820611503e-05,0.0006414368184733803
LECBF,Materials,5.345306820611503e-05,0.0006414368184733803
LGNC,Materials,5.345306820611503e-05,0.0006414368184733803
GRMC,Materials,5.345306820611503e-05,0.0006414368184733803
FIND,Materials,5.345306820611503e-05,0.0006414368184733803
MDMN,Materials,5.345306820611503e-05,0.0006414368184733803
MLM,Materials,5.345306820611503e-05,0.0006414368184733803
IPMG,Materials,5.345306820611503e-05,0.0006414368184733803
NPKLY,Materials,5.345306820611503e-05,0.0006414368184733803
NNUP,Materials,5.345306820611503e-05,0.0006414368184733803
NCMGY,Materials,5.345306820611503e-05,0.0006414368184733803
OTMN,Materials,5.345306820611503e-05,0.0006414368184733803
USCS,Materials,5.345306820611503e-05,0.0006414368184733803
CHYL,Materials,5.345306820611503e-05,0.0006414368184733803
HSHL,Materials,5.345306820611503e-05,0.0006414368184733803
ANGPY,Materials,5.345306820611503e-05,0.0006414368184733803
TMRC,Materials,5.345306820611503e-05,0.0006414368184733803
SGMD,Materials,5.345306820611503e-05,0.0006414368184733803
KATX,Materials,5.345306820611503e-05,0.0006414368184733803
ESGI,Materials,5.345306820611503e-05,0.0006414368184733803
SDNVY,Materials,5.345306820611503e-05,0.0006414368184733803
FUNN,Materials,5.345306820611503e-05,0.0006414368184733803
THMG,Materials,5.345306820611503e-05,0.0006414368184733803
GRLF,Materials,5.345306820611503e-05,0.0006414368184733803
HYII,Materials,5.345306820611503e-05,0.0006414368184733803
UNRG,Materials,5.345306820611503e-05,0.0006414368184733803
USAP,Materials,5.345306820611503e-05,0.0006414368184733803
VINS,Materials,5.345306820611503e-05,0.0006414368184733803
WEBC,Materials,5.345306820611503e-05,0.0006414368184733803
AMIH,Materials,5.345306820611503e-05,0.0006414368184733803
ZEUS,Materials,5.345306820611503e-05,0.0006414368184733803
SCBZ,Materials,5.345306820611503e-05,0.0006414368184733803
NJMC,Materials,5.345306820611503e-05,0.0006414368184733803
TINO,Materials,5.345306820611503e-05,0.0006414368184733803
ZCOM,Materials,5.345306820611503e-05,0.0006414368184733803
SWM,Materials,5.345306820611503e-05,0.0006414368184733803
SMID,Materials,5.345306820611503e-05,0.0006414368184733803
AGCZ,Materials,5.345306820611503e-05,0.0006414368184733803
CENX,Materials,5.345306820611503e-05,0.0006414368184733803
OPHI,Materials,5.345306820611503e-05,0.0006414368184733803
MPVDF,Materials,5.345306820611503e-05,0.0006414368184733803
GNMP,Materials,5.345306820611503e-05,0.0006414368184733803
BVN,Materials,5.345306820611503e-05,0.0006414368184733803
BIONQ,Materials,5.345306820611503e-05,0.0006414368184733803
HBM,Materials,5.345306820611503e-05,0.0006414368184733803
URHG,Materials,5.345306820611503e-05,0.0006414368184733803
DYNR,Materials,5.345306820611503e-05,0.0006414368184733803
WWST,Materials,5.345306820611503e-05,0.0006414368184733803
SPXP,Materials,5.345306820611503e-05,0.0006414368184733803
HAYN,Materials,5.345306820611503e-05,0.0006414368184733803
SSRM,Materials,5.345306820611503e-05,0.0006414368184733803
GRA,Materials,5.345306820611503e-05,0.0006414368184733803
IDND,Materials,5.345306820611503e-05,0.0006414368184733803
SGDH,Materials,5.345306820611503e-05,0.0006414368184733803
SVBL,Materials,5.345306820611503e-05,0.0006414368184733803
STLD,Materials,5.345306820611503e-05,0.0006414368184733803
HCMLY,Materials,5.345306820611503e-05,0.0006414368184733803
ETER,Materials,5.345306820611503e-05,0.0006414368184733803
PRMO,Materials,5.345306820611503e-05,0.0006414368184733803
SLGN,Materials,5.345306820611503e-05,0.0006414368184733803
WHLT,Materials,5.345306820611503e-05,0.0006414368184733803
ILST,Materials,5.345306820611503e-05,0.0006414368184733803
PSGR,Materials,5.345306820611503e-05,0.0006414368184733803
GBEI,Materials,5.345306820611503e-05,0.0006414368184733803
GPXM,Materials,5.345306820611503e-05,0.0006414368184733803
HUMT,Materials,5.345306820611503e-05,0.0006414368184733803
MT,Materials,5.345306820611503e-05,0.0006414368184733803
SGTM,Materials,5.345306820611503e-05,0.0006414368184733803
TINLY,Materials,5.345306820611503e-05,0.0006414368184733803
USGA,Materials,5.345306820611503e-05,0.0006414368184733803
GNPG,Materials,5.345306820611503e-05,0.0006414368184733803
CTCK,Materials,5.345306820611503e-05,0.0006414368184733803
SID,Materials,5.345306820611503e-05,0.0006414368184733803
NANX,Materials,5.345306820611503e-05,0.0006414368184733803
CPWY,Materials,5.345306820611503e-05,0.0006414368184733803
PDPR,Materials,5.345306820611503e-05,0.0006414368184733803
NWTT,Materials,5.345306820611503e-05,0.0006414368184733803
NPSCY,Materials,5.345306820611503e-05,0.0006414368184733803
BRTE,Materials,5.345306820611503e-05,0.0006414368184733803
IOSP,Materials,5.345306820611503e-05,0.0006414368184733803
MKRO,Materials,5.345306820611503e-05,0.0006414368184733803
ALKN,Materials,5.345306820611503e-05,0.0006414368184733803
SKGO,Materials,5.345306820611503e-05,0.0006414368184733803
AWKS,Materials,5.345306820611503e-05,0.0006414368184733803
AUMC,Materials,5.345306820611503e-05,0.0006414368184733803
NSRPF,Materials,5.345306820611503e-05,0.0006414368184733803
SMTS,Materials,5.345306820611503e-05,0.0006414368184733803
ENDMF,Materials,5.345306820611503e-05,0.0006414368184733803
TOGOF,Materials,5.345306820611503e-05,0.0006414368184733803
NCFFF,Materials,5.345306820611503e-05,0.0006414368184733803
HXPLF,Materials,5.345306820611503e-05,0.0006414368184733803
MGDPF,Materials,5.345306820611503e-05,0.0006414368184733803
EMINF,Materials,5.345306820611503e-05,0.0006414368184733803
MALRY,Materials,5.345306820611503e-05,0.0006414368184733803
CBUMY,Materials,5.345306820611503e-05,0.0006414368184733803
PTHIY,Materials,5.345306820611503e-05,0.0006414368184733803
RATHF,Materials,5.345306820611503e-05,0.0006414368184733803
SAPLF,Materials,5.345306820611503e-05,0.0006414368184733803
SAAGF,Materials,5.345306820611503e-05,0.0006414368184733803
BERY,Materials,5.345306820611503e-05,0.0006414368184733803
CGLD,Materials,5.345306820611503e-05,0.0006414368184733803
POYYF,Materials,5.345306820611503e-05,0.0006414368184733803
NPTH,Materials,5.345306820611503e-05,0.0006414368184733803
CBLUY,Materials,5.345306820611503e-05,0.0006414368184733803
QMCQF,Materials,5.345306820611503e-05,0.0006414368184733803
DDRIQ,Materials,5.345306820611503e-05,0.0006414368184733803
RMGGY,Materials,5.345306820611503e-05,0.0006414368184733803
PTCAY,Materials,5.345306820611503e-05,0.0006414368184733803
TRII,Materials,5.345306820611503e-05,0.0006414368184733803
CPMMF,Materials,5.345306820611503e-05,0.0006414368184733803
BCC,Materials,5.345306820611503e-05,0.0006414368184733803
SBSW,Materials,5.345306820611503e-05,0.0006414368184733803
SMMYY,Materials,5.345306820611503e-05,0.0006414368184733803
BMIX,Materials,5.345306820611503e-05,0.0006414368184733803
CHSO,Materials,5.345306820611503e-05,0.0006414368184733803
RNBI,Materials,5.345306820611503e-05,0.0006414368184733803
NILIF,Materials,5.345306820611503e-05,0.0006414368184733803
OCANF,Materials,5.345306820611503e-05,0.0006414368184733803
XFLS,Materials,5.345306820611503e-05,0.0006414368184733803
ONSS,Materials,5.345306820611503e-05,0.0006414368184733803
POTRF,Materials,5.345306820611503e-05,0.0006414368184733803
NNRX,Materials,5.345306820611503e-05,0.0006414368184733803
SYAAF,Materials,5.345306820611503e-05,0.0006414368184733803
CSTM,Materials,5.345306820611503e-05,0.0006414368184733803
IWMG,Materials,5.345306820611503e-05,0.0006414368184733803
DUSYF,Materials,5.345306820611503e-05,0.0006414368184733803
MBII,Materials,5.345306820611503e-05,0.0006414368184733803
APCOF,Materials,5.345306820611503e-05,0.0006414368184733803
PKRKY,Materials,5.345306820611503e-05,0.0006414368184733803
VEDL,Materials,5.345306820611503e-05,0.0006414368184733803
STTSY,Materials,5.345306820611503e-05,0.0006414368184733803
CINR,Materials,5.345306820611503e-05,0.0006414368184733803
SMFKY,Materials,5.345306820611503e-05,0.0006414368184733803
VMRI,Materials,5.345306820611503e-05,0.0006414368184733803
VRDR,Materials,5.345306820611503e-05,0.0006414368184733803
HANNF,Materials,5.345306820611503e-05,0.0006414368184733803
MTGRY,Materials,5.345306820611503e-05,0.0006414368184733803
AEXE,Materials,5.345306820611503e-05,0.0006414368184733803
ESI,Materials,5.345306820611503e-05,0.0006414368184733803
SINC,Materials,5.345306820611503e-05,0.0006414368184733803
TGLS,Materials,5.345306820611503e-05,0.0006414368184733803
NNCHY,Materials,5.345306820611503e-05,0.0006414368184733803
KOGMF,Materials,5.345306820611503e-05,0.0006414368184733803
GALKF,Materials,5.345306820611503e-05,0.0006414368184733803
UNEQ,Materials,5.345306820611503e-05,0.0006414368184733803
TSE,Materials,5.345306820611503e-05,0.0006414368184733803
RYAM,Materials,5.345306820611503e-05,0.0006414368184733803
TMST,Materials,5.345306820611503e-05,0.0006414368184733803
CHYHY,Materials,5.345306820611503e-05,0.0006414368184733803
FUPBY,Materials,5.345306820611503e-05,0.0006414368184733803
SUM,Materials,5.345306820611503e-05,0.0006414368184733803
TANH,Materials,5.345306820611503e-05,0.0006414368184733803
PZG,Materials,5.345306820611503e-05,0.0006414368184733803
SOUHY,Materials,5.345306820611503e-05,0.0006414368184733803
CC,Materials,5.345306820611503e-05,0.0006414368184733803
VLMGF,Materials,5.345306820611503e-05,0.0006414368184733803
IVST,Materials,5.345306820611503e-05,0.0006414368184733803
UBEOY,Materials,5.345306820611503e-05,0.0006414368184733803
MONDY,Materials,5.345306820611503e-05,0.0006414368184733803
ELRFF,Materials,5.345306820611503e-05,0.0006414368184733803
OEC,Materials,5.345306820611503e-05,0.0006414368184733803
WLKP,Materials,5.345306820611503e-05,0.0006414368184733803
AIAGY,Materials,5.345306820611503e-05,0.0006414368184733803
AGAUF,Materials,5.345306820611503e-05,0.0006414368184733803
RYI,Materials,5.345306820611503e-05,0.0006414368184733803
GJST,Materials,5.345306820611503e-05,0.0006414368184733803
ORZCF,Materials,5.345306820611503e-05,0.0006414368184733803
MBRTF,Materials,5.345306820611503e-05,0.0006414368184733803
DRIFF,Materials,5.345306820611503e-05,0.0006414368184733803
IMAHF,Materials,5.345306820611503e-05,0.0006414368184733803
DGDCF,Materials,5.345306820611503e-05,0.0006414368184733803
IAUFF,Materials,5.345306820611503e-05,0.0006414368184733803
AGDXF,Materials,5.345306820611503e-05,0.0006414368184733803
CGAU,Materials,5.345306820611503e-05,0.0006414368184733803
MCDMF,Materials,5.345306820611503e-05,0.0006414368184733803
ORAGF,Materials,5.345306820611503e-05,0.0006414368184733803
VRBFF,Materials,5.345306820611503e-05,0.0006414368184733803
SAGGF,Materials,5.345306820611503e-05,0.0006414368184733803
DRRSF,Materials,5.345306820611503e-05,0.0006414368184733803
STKXF,Materials,5.345306820611503e-05,0.0006414368184733803
MJDLF,Materials,5.345306820611503e-05,0.0006414368184733803
MKRIF,Materials,5.345306820611503e-05,0.0006414368184733803
ABMBF,Materials,5.345306820611503e-05,0.0006414368184733803
SHERF,Materials,5.345306820611503e-05,0.0006414368184733803
NATUF,Materials,5.345306820611503e-05,0.0006414368184733803
NOSOF,Materials,5.345306820611503e-05,0.0006414368184733803
VNCKF,Materials,5.345306820611503e-05,0.0006414368184733803
EGMCF,Materials,5.345306820611503e-05,0.0006414368184733803
PSYCF,Materials,5.345306820611503e-05,0.0006414368184733803
FTMDF,Materials,5.345306820611503e-05,0.0006414368184733803
RTNTF,Materials,5.345306820611503e-05,0.0006414368184733803
WMRSF,Materials,5.345306820611503e-05,0.0006414368184733803
MJGCF,Materials,5.345306820611503e-05,0.0006414368184733803
NGUGF,Materials,5.345306820611503e-05,0.0006414368184733803
DTARF,Materials,5.345306820611503e-05,0.0006414368184733803
HLBZF,Materials,5.345306820611503e-05,0.0006414368184733803
LGO,Materials,5.345306820611503e-05,0.0006414368184733803
MCHHF,Materials,5.345306820611503e-05,0.0006414368184733803
CQRLF,Materials,5.345306820611503e-05,0.0006414368184733803
GBBFF,Materials,5.345306820611503e-05,0.0006414368184733803
LIFZF,Materials,5.345306820611503e-05,0.0006414368184733803
EORBF,Materials,5.345306820611503e-05,0.0006414368184733803
ABCFF,Materials,5.345306820611503e-05,0.0006414368184733803
DONFF,Materials,5.345306820611503e-05,0.0006414368184733803
VITFF,Materials,5.345306820611503e-05,0.0006414368184733803
PMMEF,Materials,5.345306820611503e-05,0.0006414368184733803
NWIFF,Materials,5.345306820611503e-05,0.0006414368184733803
SMDZF,Materials,5.345306820611503e-05,0.0006414368184733803
GDQMF,Materials,5.345306820611503e-05,0.0006414368184733803
KGLDF,Materials,5.345306820611503e-05,0.0006414368184733803
MLLOF,Materials,5.345306820611503e-05,0.0006414368184733803
AZGFF,Materials,5.345306820611503e-05,0.0006414368184733803
ARREF,Materials,5.345306820611503e-05,0.0006414368184733803
ABNAF,Materials,5.345306820611503e-05,0.0006414368184733803
ATLDF,Materials,5.345306820611503e-05,0.0006414368184733803
CRECF,Materials,5.345306820611503e-05,0.0006414368184733803
VRCFF,Materials,5.345306820611503e-05,0.0006414368184733803
FNCJF,Materials,5.345306820611503e-05,0.0006414368184733803
MMSDF,Materials,5.345306820611503e-05,0.0006414368184733803
SRAFF,Materials,5.345306820611503e-05,0.0006414368184733803
AAUKF,Materials,5.345306820611503e-05,0.0006414368184733803
SGMNF,Materials,5.345306820611503e-05,0.0006414368184733803
ACKRF,Materials,5.345306820611503e-05,0.0006414368184733803
CXBMF,Materials,5.345306820611503e-05,0.0006414368184733803
MEAUF,Materials,5.345306820611503e-05,0.0006414368184733803
TVIPF,Materials,5.345306820611503e-05,0.0006414368184733803
